一万一千	一萬一千
于法无据	於法無據
于爾里克	于爾里克
于飞之乐	于飛之樂
于馀曲折	于餘曲折
亏本出售	虧本出售
云中白鹤	雲中白鶴
云仙杂记	雲仙雜記
云兴霞蔚	雲興霞蔚
云冈石佛	雲岡石佛
云冈石窟	雲岡石窟
云出无心	雲出無心
云南回变	雲南回變
云南白药	雲南白藥
云南起义	雲南起義
云南黄馨	雲南黃馨
云合雾集	雲合霧集
云天高谊	雲天高誼
云屯雨集	雲屯雨集
云山雾罩	雲山霧罩
云开见日	雲開見日
云形定规	雲形定規
云情雨意	雲情雨意
云收雨散	雲收雨散
云收雾散	雲收霧散
云散风流	雲散風流
云林工专	雲林工專
云梦大泽	雲夢大澤
云水道人	雲水道人
云泥之别	雲泥之別
云泥异路	雲泥異路
云消雨散	雲消雨散
云消雾散	雲消霧散
云淡风轻	雲淡風輕
云游四方	雲遊四方
云烟过眼	雲煙過眼
云程发轫	雲程發軔
云窗雾槛	雲窗霧檻
云笈七签	雲笈七籤
云笈七籤	雲笈七籤
云翻雨复	雲翻雨覆
云英未嫁	雲英未嫁
云蒸霞蔚	雲蒸霞蔚
云行雨施	雲行雨施
云谲波诡	雲譎波詭
云贵高原	雲貴高原
云起龙骧	雲起龍驤
云车风马	雲車風馬
云门舞集	雲門舞集
云阶月地	雲階月地
云雨之欢	雲雨之歡
云雨巫山	雲雨巫山
云雨高唐	雲雨高唐
云雾径迹	雲霧徑蹟
云霄飞车	雲霄飛車
云霓之望	雲霓之望
云麾勋章	雲麾勛章
云麾勳章	雲麾勳章
云龙风虎	雲龍風虎
互不干涉	互不干涉
互别苗头	互別苗頭
互动关系	互動關係
互助合作	互助合作
互有胜负	互有勝負
互相联系	互相聯繫
互致问候	互致問候
互蒙其利	互蒙其利
五七干校	五七幹校
五万三千	五萬三千
五万两千	五萬兩千
五万五千	五萬五千
五万八千	五萬八千
五世同堂	五世同堂
五代同堂	五代同堂
五倍子虫	五倍子蟲
五出祁山	五出祁山
五十五万	五十五萬
五十六万	五十六萬
五十多万	五十多萬
五千多万	五千多萬
五年计划	五年計劃
五彩夺目	五彩奪目
五彩宾纷	五彩賓紛
五彩缤纷	五彩繽紛
五斗折腰	五斗折腰
五斗米道	五斗米道
五斗解酲	五斗解酲
五浊恶世	五濁惡世
五百多万	五百多萬
五育并重	五育並重
五胡之乱	五胡之亂
五胡乱华	五胡亂華
五脏俱全	五臟俱全
五脏六腑	五臟六腑
五色祥云	五色祥雲
五行并下	五行並下
五行生克	五行生剋
五谷不分	五穀不分
五谷不升	五穀不升
五谷丰收	五穀豐收
五谷丰登	五穀豐登
五谷丰稔	五穀豐稔
五谷杂粮	五穀雜糧
五里雾中	五里霧中
五马分尸	五馬分屍
井干摧败	井榦摧敗
井田制度	井田制度
亚东关系	亞東關係
亚历山大	亞歷山大
亚当斯密	亞當斯密
亚洲周刊	亞洲周刊
亚洲杯女	亞洲杯女
亚洲杯室	亞洲杯室
亚里斯提	亞里斯提
亚雷克斯	亞雷克斯
亡国灭种	亡國滅種
交口称赞	交口稱讚
交响乐团	交響樂團
交差了事	交差了事
交战团体	交戰團體
交换价值	交換價值
交换技术	交換技術
交游广阔	交遊廣闊
交通号志	交通號誌
交通标志	交通標誌
交通管制	交通管制
亦庄亦谐	亦莊亦諧
产业后备	產業後備
产卵洄游	產卵洄游
产后检査	產後檢査
产品组合	產品組合
产地价格	產地價格
产学合作	產學合作
产销合一	產銷合一
产销合同	產銷合同
亨利克森	亨利克森
亭台楼榭	亭臺樓榭
亭台楼阁	亭臺樓閣
亲历其境	親歷其境
亲子关系	親子關係
亲子鉴定	親子鑑定
亲密关系	親密關係
亲属关系	親屬關係
亲戚关系	親戚關係
亲极反疏	親極反疏
亲痛仇快	親痛仇快
亲笔签名	親筆簽名
亲缘关系	親緣關係
亲自出马	親自出馬
亲自挂帅	親自掛帥
亲身经历	親身經歷
亹亹不卷	亹亹不卷
人中豪杰	人中豪傑
人云亦云	人云亦云
人众胜天	人眾勝天
人体彩绘	人體彩繪
人前人后	人前人後
人力回天	人力回天
人千人万	人千人萬
人口分布	人口分布
人各有志	人各有志
人同此心	人同此心
人困马乏	人困馬乏
人如其面	人如其面
人定胜天	人定勝天
人寿年丰	人壽年豐
人尽其才	人盡其才
人尽可夫	人盡可夫
人尽皆知	人盡皆知
人工冬眠	人工冬眠
人工心脏	人工心臟
人工阅卷	人工閱卷
人心不同	人心不同
人心向背	人心向背
人心如面	人心如面
人心所向	人心所向
人心涣漓	人心渙漓
人性本恶	人性本惡
人才出众	人才出眾
人才外流	人才外流
人才流失	人才流失
人才济济	人才濟濟
人才辈出	人才輩出
人才难得	人才難得
人无千日	人無千日
人机介面	人機介面
人机界面	人機界面
人权斗士	人權鬥士
人杰地灵	人傑地靈
人欲横流	人欲橫流
人民代表	人民代表
人民团体	人民團體
人民意志	人民意志
人流手术	人流手術
人浮于事	人浮於事
人浮于食	人浮於食
人海战术	人海戰術
人烟凑集	人煙湊集
人烟浩穰	人煙浩穰
人烟稀少	人煙稀少
人烟稠密	人煙稠密
人烟辐辏	人煙輻輳
人生价值	人生價值
人生舞台	人生舞臺
人神同愤	人神同憤
人种差别	人種差別
人穷志短	人窮志短
人肉搜索	人肉搜索
人赃俱获	人贓俱獲
人造纤维	人造纖維
人间烟火	人間煙火
人际关系	人際關係
人面兽心	人面獸心
人面桃花	人面桃花
人面狮身	人面獅身
人饥己饥	人飢己飢
亿万富翁	億萬富翁
亿万富豪	億萬富豪
亿万斯年	億萬斯年
什锦炒面	什錦炒麵
仁人志士	仁人志士
仁心仁术	仁心仁術
仁至义尽	仁至義盡
仅作参考	僅作參考
仅供参考	僅供參考
仆仆风尘	僕僕風塵
仆僮成羣	僕僮成羣
仆固怀恩	僕固懷恩
仆虽罢驽	僕雖罷駑
仇外心理	仇外心理
仇恨罪行	仇恨罪行
介于两难	介於兩難
介绍出来	介紹出來
从上向下	從上向下
从下向上	從下向上
从今以后	從今以後
从外向內	從外向內
从宽发落	從寬發落
从属关系	從屬關係
从心所欲	從心所欲
从此以后	從此以後
从此往后	從此往後
从轻发落	從輕發落
从里到外	從裏到外
从里向外	從裏向外
仑琴射线	侖琴射綫
仓皇出逃	倉皇出逃
他不干渴	他不乾渴
仙女星系	仙女星系
代数几何	代數幾何
代数曲线	代數曲綫
代数曲面	代數曲面
代表人物	代表人物
代表大会	代表大會
令人发指	令人髮指
令人注目	令人注目
令出如山	令出如山
令出必行	令出必行
令出惟行	令出惟行
以一当十	以一當十
以一持万	以一持萬
以一知万	以一知萬
以一驭万	以一馭萬
以人为鉴	以人爲鑑
以价制量	以價制量
以众克寡	以眾克寡
以免借口	以免藉口
以冰致蝇	以冰致蠅
以功复过	以功覆過
以升量石	以升量石
以华制华	以華制華
以古为鉴	以古爲鑑
以售其奸	以售其奸
以多胜少	以多勝少
以夷制夷	以夷制夷
以少克众	以少克眾
以少胜多	以少勝多
以弱制强	以弱制強
以弱胜强	以弱勝強
以往鉴来	以往鑑來
以意逆志	以意逆志
以智取胜	以智取勝
以暴制暴	以暴制暴
以柔克刚	以柔克剛
以柔制刚	以柔制剛
以泪洗面	以淚洗面
以点带面	以點帶面
以药养医	以藥養醫
以莛叩钟	以莛叩鐘
以莛撞钟	以莛撞鐘
以蜡代薪	以蠟代薪
以观后效	以觀後效
以貍致鼠	以貍致鼠
以防万一	以防萬一
以静制动	以靜制動
仪态万千	儀態萬千
仪态万方	儀態萬方
仪表出众	儀表出眾
仪表堂堂	儀表堂堂
仰之弥高	仰之彌高
仰给于人	仰給於人
价值冲突	價值衝突
价值判断	價值判斷
价值增殖	價值增殖
价值尺度	價值尺度
价值工程	價值工程
价值形式	價值形式
价值指标	價值指標
价值标准	價值標準
价值观念	價值觀念
价值规律	價值規律
价值连城	價值連城
价值逻辑	價值邏輯
价廉物美	價廉物美
价格冻结	價格凍結
价格标签	價格標籤
价格范围	價格範圍
任人摆布	任人擺佈
任何表演	任何表演
任何表示	任何表示
任何表达	任何表達
任何表達	任何表達
任何钟表	任何鐘錶
任由摆布	任由擺佈
任笔沈诗	任筆沈詩
任重致远	任重致遠
企业集团	企業集團
伊于湖底	伊于湖底
伊于胡底	伊于胡底
伊塞克湖	伊塞克湖
伊布拉欣	伊布拉欣
伊拉克人	伊拉克人
伊拉克籍	伊拉克籍
伊拉克队	伊拉克隊
伊斯兰党	伊斯蘭黨
伊斯兰历	伊斯蘭曆
伊於胡底	伊于胡底
伊犁纵谷	伊犁縱谷
伊莱克斯	伊萊克斯
伊里格瑞	伊裏格瑞
伍员鞭尸	伍員鞭屍
伍德合金	伍德合金
伏尸流血	伏屍流血
伏尸遍野	伏屍遍野
伐异党同	伐異黨同
伐罪吊民	伐罪弔民
休戚与共	休戚與共
休戚相关	休戚相關
休杰克曼	休傑克曼
休闲活动	休閒活動
众口同声	眾口同聲
众口熏天	眾口熏天
众志成城	眾志成城
众所周知	眾所周知
优先发展	優先發展
优哉游哉	優哉遊哉
优惠价格	優惠價格
优游不迫	優遊不迫
优游自在	優遊自在
优游自得	優遊自得
优胜劣败	優勝劣敗
伙同一气	夥同一氣
会上签署	會上簽署
会上签订	會上簽訂
会合周期	會合周期
会签制度	會簽制度
会计分录	會計分錄
会计制度	會計制度
会计报表	會計報表
会计标准	會計標準
会议记录	會議記錄
会逢其适	會逢其適
传出神经	傳出神經
传动系统	傳動系統
传播出去	傳播出去
传播学系	傳播學系
传杯弄盏	傳杯弄盞
传杯换盏	傳杯換盞
传杯送盏	傳杯送盞
传热系数	傳熱係數
传真发送	傳真發送
传统医药	傳統醫藥
传输技术	傳輸技術
传输控制	傳輸控制
传达出来	傳達出來
传递出去	傳遞出去
传闻证据	傳聞證據
传颂千古	傳頌千古
伤亡枕借	傷亡枕藉
伤口发炎	傷口發炎
伤寒杆菌	傷寒桿菌
伤心欲绝	傷心欲絕
伤心致死	傷心致死
伤痕累累	傷痕累累
伦理规范	倫理規範
伯克制度	伯克制度
伯里克利	伯里克利
伯雍种玉	伯雍種玉
伸出援手	伸出援手
伸展出去	伸展出去
似松实紧	似鬆實緊
佃租制度	佃租制度
但愿如此	但願如此
但求如愿	但求如願
位极人臣	位極人臣
低价买进	低價買進
低价卖出	低價賣出
低价高报	低價高報
低卡路里	低卡路里
低合金钢	低合金鋼
低回不已	低迴不已
低筋面粉	低筋麵粉
住宅凶方	住宅兇方
佐饔得尝	佐饔得嘗
体坛人士	體壇人士
体物写志	體物寫志
体育锻炼	體育鍛煉
体胀系数	體脹係數
体面起来	體面起來
何以克当	何以克當
何必当初	何必當初
何济于事	何濟於事
何至于此	何至於此
何足挂齿	何足掛齒
余勇可贾	餘勇可賈
余响绕梁	餘響繞梁
余子碌碌	餘子碌碌
余情未了	餘情未了
余数定理	餘數定理
余波荡漾	餘波盪漾
余留事务	餘留事務
余音绕梁	餘音繞梁
佛兰克林	佛蘭克林
佛前佛后	佛前佛後
佛尼亚克	佛尼亞克
佛罗棱萨	佛羅棱薩
佛罗里达	佛羅里達
佛蒙特州	佛蒙特州
佛里特曼	佛里特曼
作业平台	作業平臺
作业系统	作業系統
作出让步	作出讓步
作奸犯科	作奸犯科
作好准备	作好準備
作恶多端	作惡多端
作育英才	作育英才
作舍道旁	作舍道旁
作舍道边	作舍道邊
你夸我逞	你誇我逞
你干一杯	你乾一杯
你干那杯	你乾那杯
你斗了胆	你斗了膽
你是为了	你是爲了
佣中佼佼	傭中佼佼
佣金收益	佣金收益
佣金费用	佣金費用
佩脱拉克	佩脫拉克
佳人才子	佳人才子
使心作幸	使心作倖
使用价值	使用價值
使用借贷	使用借貸
使用范围	使用範圍
侔德复载	侔德覆載
供大于求	供大於求
供暖系统	供暖系統
供水系统	供水系統
供油系统	供油系統
供电系统	供電系統
供过于求	供過於求
供销合作	供銷合作
依从关系	依從關係
依依不舍	依依不捨
依依难舍	依依難捨
依头缕当	依頭縷當
依存关系	依存關係
依法炮制	依法炮製
侠气干云	俠氣干雲
侥天之幸	僥天之悻
侥幸取胜	僥倖取勝
侥幸获胜	僥倖獲勝
侦讯笔录	偵訊筆錄
侨选代表	僑選代表
侵蚀基准	侵蝕基準
俄罗斯党	俄羅斯黨
俊眼修眉	俊眼修眉
俏丽短发	俏麗短髮
保丽龙板	保麗龍板
保护状制	保護狀制
保护范围	保護範圍
保持克制	保持克制
保持联系	保持聯繫
保甲制度	保甲制度
保留价格	保留價格
保留征收	保留徵收
保留曲线	保留曲綫
保税工厂	保稅工廠
保结制度	保結制度
保证价格	保證價格
保险范围	保險範圍
保障范围	保障範圍
信义计划	信義計劃
信口开合	信口開合
信口胡说	信口胡說
信号系统	信號系統
信嘴胡说	信嘴胡說
信息技术	信息技術
信息系统	信息系統
信托公司	信託公司
信托贸易	信托貿易
信步闲游	信步閒遊
信用合作	信用合作
信笔涂鸦	信筆塗鴉
信而有征	信而有徵
信马游缰	信馬游繮
俭确之教	儉确之教
修业年限	修業年限
修业期满	修業期滿
修五脏庙	修五臟廟
修修补补	修修補補
修心养性	修心養性
修文偃武	修文偃武
修旧利废	修舊利廢
修桥舖路	修橋舖路
修桥补路	修橋補路
修正主义	修正主義
修母画荻	修母畫荻
修炼成仙	修煉成仙
修理起来	修理起來
修筑公路	修築公路
修筑工事	修築工事
修筑工程	修築工程
修筑道路	修築道路
修置产室	修置產室
修订历史	修訂歷史
修谨以俟	修謹以俟
修身养性	修身養性
修身齐家	修身齊家
修饰边幅	修飾邊幅
俯首就范	俯首就範
俱收并蓄	俱收並蓄
俾资挹注	俾資挹注
倍日并行	倍日並行
倒了架子	倒了架子
倒八字须	倒八字鬚
倒前倒后	倒前倒後
倒吊蜡烛	倒吊蠟燭
倒屣奔出	倒屣奔出
倒悬挨命	倒懸捱命
倒扣针儿	倒扣針兒
倒持干戈	倒持干戈
倒挂金钩	倒掛金鉤
倒竖虎须	倒豎虎鬚
倒绷孩儿	倒繃孩兒
倒置干戈	倒置干戈
倒载干戈	倒載干戈
倚儿不当	倚兒不當
倚多为胜	倚多爲勝
倚马千言	倚馬千言
借交报仇	借交報仇
借债度日	借債度日
借刀杀人	借刀殺人
借剑杀人	借劍殺人
借古喻今	借古喻今
借古讽今	借古諷今
借听于聋	借聽於聾
借客报仇	借客報仇
借宿一夜	借宿一夜
借宿一晚	借宿一晚
借尸还魂	借屍還魂
借手除敌	借手除敵
借故推辞	藉故推辭
借方差额	借方差額
借来借去	借來借去
借此机会	藉此機會
借水推船	借水推船
借水行舟	借水行舟
借看一下	借看一下
借端生事	藉端生事
借箸代筹	藉箸代籌
借箸代谋	借箸代謀
借腹生子	借腹生子
借花献佛	借花獻佛
借茶活捉	借茶活捉
借草枕块	藉草枕塊
借贷无门	借貸無門
借贷资本	借貸資本
借资挹注	借資挹注
借过一下	借過一下
借酒浇愁	借酒澆愁
借酒装疯	借酒裝瘋
借题发挥	借題發揮
借风使船	借風使船
倡条冶叶	倡條冶葉
倦鸟余花	倦鳥餘花
债台高筑	債臺高築
值回票价	值回票價
值得一干	值得一幹
值得庆幸	值得慶幸
值得注意	值得注意
值得称赞	值得稱讚
